year,fuel,energy_[pj],category,state
1967,coal_by_products [pj],,consumption_of_fuels,South Australia
1968,coal_by_products [pj],,consumption_of_fuels,South Australia
1969,coal_by_products [pj],,consumption_of_fuels,South Australia
1970,coal_by_products [pj],,consumption_of_fuels,South Australia
1971,coal_by_products [pj],,consumption_of_fuels,South Australia
1972,coal_by_products [pj],,consumption_of_fuels,South Australia
1973,coal_by_products [pj],,consumption_of_fuels,South Australia
1974,coal_by_products [pj],,consumption_of_fuels,South Australia
1975,coal_by_products [pj],,consumption_of_fuels,South Australia
1976,coal_by_products [pj],,consumption_of_fuels,South Australia
1977,coal_by_products [pj],,consumption_of_fuels,South Australia
1978,coal_by_products [pj],,consumption_of_fuels,South Australia
1979,coal_by_products [pj],,consumption_of_fuels,South Australia
1980,coal_by_products [pj],,consumption_of_fuels,South Australia
1981,coal_by_products [pj],,consumption_of_fuels,South Australia
1982,coal_by_products [pj],,consumption_of_fuels,South Australia
1983,coal_by_products [pj],,consumption_of_fuels,South Australia
1984,coal_by_products [pj],,consumption_of_fuels,South Australia
1985,coal_by_products [pj],,consumption_of_fuels,South Australia
1986,coal_by_products [pj],,consumption_of_fuels,South Australia
1987,coal_by_products [pj],,consumption_of_fuels,South Australia
1988,coal_by_products [pj],,consumption_of_fuels,South Australia
1989,coal_by_products [pj],,consumption_of_fuels,South Australia
1990,coal_by_products [pj],,consumption_of_fuels,South Australia
1991,coal_by_products [pj],,consumption_of_fuels,South Australia
1992,coal_by_products [pj],,consumption_of_fuels,South Australia
1993,coal_by_products [pj],,consumption_of_fuels,South Australia
1994,coal_by_products [pj],,consumption_of_fuels,South Australia
1995,coal_by_products [pj],,consumption_of_fuels,South Australia
1996,coal_by_products [pj],,consumption_of_fuels,South Australia
1997,coal_by_products [pj],,consumption_of_fuels,South Australia
1998,coal_by_products [pj],,consumption_of_fuels,South Australia
1999,coal_by_products [pj],,consumption_of_fuels,South Australia
2000,coal_by_products [pj],,consumption_of_fuels,South Australia
2001,coal_by_products [pj],,consumption_of_fuels,South Australia
2002,coal_by_products [pj],,consumption_of_fuels,South Australia
2003,coal_by_products [pj],,consumption_of_fuels,South Australia
2004,coal_by_products [pj],,consumption_of_fuels,South Australia
2005,coal_by_products [pj],,consumption_of_fuels,South Australia
2006,coal_by_products [pj],,consumption_of_fuels,South Australia
2007,coal_by_products [pj],,consumption_of_fuels,South Australia
2008,coal_by_products [pj],,consumption_of_fuels,South Australia
2009,coal_by_products [pj],,consumption_of_fuels,South Australia
2010,coal_by_products [pj],,consumption_of_fuels,South Australia
2011,coal_by_products [pj],,consumption_of_fuels,South Australia
2012,coal_by_products [pj],,consumption_of_fuels,South Australia
2013,coal_by_products [pj],,consumption_of_fuels,South Australia
2014,coal_by_products [pj],,consumption_of_fuels,South Australia
2015,coal_by_products [pj],,consumption_of_fuels,South Australia
2016,coal_by_products [pj],,consumption_of_fuels,South Australia
2017,coal_by_products [pj],,consumption_of_fuels,South Australia
2018,coal_by_products [pj],,consumption_of_fuels,South Australia
2019,coal_by_products [pj],,consumption_of_fuels,South Australia
2020,coal_by_products [pj],,consumption_of_fuels,South Australia
2021,coal_by_products [pj],,consumption_of_fuels,South Australia
2022,coal_by_products [pj],,consumption_of_fuels,South Australia
,coal_by_products [pj],,consumption_of_fuels,South Australia
,coal_by_products [pj],,consumption_of_fuels,South Australia
,coal_by_products [pj],,consumption_of_fuels,South Australia
,coal_by_products [pj],,consumption_of_fuels,South Australia
,coal_by_products [pj],,consumption_of_fuels,South Australia
,coal_by_products [pj],,consumption_of_fuels,South Australia
,coal_by_products [pj],,consumption_of_fuels,South Australia
,coal_by_products [pj],,consumption_of_fuels,South Australia
,coal_by_products [pj],,consumption_of_fuels,South Australia
1960,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
1961,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
1962,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
1963,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
1964,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
1965,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
1966,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
1967,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
1968,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
1969,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
1970,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
1971,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
1972,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
1973,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
1974,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
1975,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
1976,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
1977,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
1978,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
1979,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
1980,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
1981,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
1982,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
1983,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
1984,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
1985,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
1986,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
1987,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
1988,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
1989,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
1990,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
1991,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
1992,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
1993,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
1994,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
1995,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
1996,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
1997,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
1998,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
1999,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
2000,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
2001,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
2002,liquid_gas_biofuels [pj],2.021,consumption_of_fuels,South Australia
2003,liquid_gas_biofuels [pj],2.039,consumption_of_fuels,South Australia
2004,liquid_gas_biofuels [pj],0.952,consumption_of_fuels,South Australia
2005,liquid_gas_biofuels [pj],1.004,consumption_of_fuels,South Australia
2006,liquid_gas_biofuels [pj],0.924,consumption_of_fuels,South Australia
2007,liquid_gas_biofuels [pj],0.64,consumption_of_fuels,South Australia
2008,liquid_gas_biofuels [pj],1.265,consumption_of_fuels,South Australia
2009,liquid_gas_biofuels [pj],1.272,consumption_of_fuels,South Australia
2010,liquid_gas_biofuels [pj],1.41,consumption_of_fuels,South Australia
2011,liquid_gas_biofuels [pj],1.434,consumption_of_fuels,South Australia
2012,liquid_gas_biofuels [pj],1.538,consumption_of_fuels,South Australia
2013,liquid_gas_biofuels [pj],1.694,consumption_of_fuels,South Australia
2014,liquid_gas_biofuels [pj],2.007,consumption_of_fuels,South Australia
2015,liquid_gas_biofuels [pj],1.808,consumption_of_fuels,South Australia
2016,liquid_gas_biofuels [pj],1.263,consumption_of_fuels,South Australia
2017,liquid_gas_biofuels [pj],1.101,consumption_of_fuels,South Australia
2018,liquid_gas_biofuels [pj],1.125,consumption_of_fuels,South Australia
2019,liquid_gas_biofuels [pj],1.256,consumption_of_fuels,South Australia
2020,liquid_gas_biofuels [pj],1.702,consumption_of_fuels,South Australia
2021,liquid_gas_biofuels [pj],1.734,consumption_of_fuels,South Australia
2022,liquid_gas_biofuels [pj],1.758,consumption_of_fuels,South Australia
,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
,liquid_gas_biofuels [pj],,consumption_of_fuels,South Australia
1960,wood_woodwaste [pj],11.0,consumption_of_fuels,South Australia
1961,wood_woodwaste [pj],10.8,consumption_of_fuels,South Australia
1962,wood_woodwaste [pj],10.8,consumption_of_fuels,South Australia
1963,wood_woodwaste [pj],10.8,consumption_of_fuels,South Australia
1964,wood_woodwaste [pj],10.5,consumption_of_fuels,South Australia
1965,wood_woodwaste [pj],10.6,consumption_of_fuels,South Australia
1966,wood_woodwaste [pj],10.5,consumption_of_fuels,South Australia
1967,wood_woodwaste [pj],10.4,consumption_of_fuels,South Australia
1968,wood_woodwaste [pj],9.9,consumption_of_fuels,South Australia
1969,wood_woodwaste [pj],9.9,consumption_of_fuels,South Australia
1970,wood_woodwaste [pj],9.7,consumption_of_fuels,South Australia
1971,wood_woodwaste [pj],9.7,consumption_of_fuels,South Australia
1972,wood_woodwaste [pj],9.4,consumption_of_fuels,South Australia
1973,wood_woodwaste [pj],10.0,consumption_of_fuels,South Australia
1974,wood_woodwaste [pj],9.9,consumption_of_fuels,South Australia
1975,wood_woodwaste [pj],9.8,consumption_of_fuels,South Australia
1976,wood_woodwaste [pj],7.7,consumption_of_fuels,South Australia
1977,wood_woodwaste [pj],7.6,consumption_of_fuels,South Australia
1978,wood_woodwaste [pj],7.6,consumption_of_fuels,South Australia
1979,wood_woodwaste [pj],7.9,consumption_of_fuels,South Australia
1980,wood_woodwaste [pj],8.2,consumption_of_fuels,South Australia
1981,wood_woodwaste [pj],8.1,consumption_of_fuels,South Australia
1982,wood_woodwaste [pj],8.6,consumption_of_fuels,South Australia
1983,wood_woodwaste [pj],8.1,consumption_of_fuels,South Australia
1984,wood_woodwaste [pj],8.4,consumption_of_fuels,South Australia
1985,wood_woodwaste [pj],9.0,consumption_of_fuels,South Australia
1986,wood_woodwaste [pj],9.1,consumption_of_fuels,South Australia
1987,wood_woodwaste [pj],9.2,consumption_of_fuels,South Australia
1988,wood_woodwaste [pj],9.4,consumption_of_fuels,South Australia
1989,wood_woodwaste [pj],9.8,consumption_of_fuels,South Australia
1990,wood_woodwaste [pj],10.2,consumption_of_fuels,South Australia
1991,wood_woodwaste [pj],10.5,consumption_of_fuels,South Australia
1992,wood_woodwaste [pj],11.2,consumption_of_fuels,South Australia
1993,wood_woodwaste [pj],12.8,consumption_of_fuels,South Australia
1994,wood_woodwaste [pj],12.6,consumption_of_fuels,South Australia
1995,wood_woodwaste [pj],12.6,consumption_of_fuels,South Australia
1996,wood_woodwaste [pj],12.7,consumption_of_fuels,South Australia
1997,wood_woodwaste [pj],12.3,consumption_of_fuels,South Australia
1998,wood_woodwaste [pj],12.3,consumption_of_fuels,South Australia
1999,wood_woodwaste [pj],12.1,consumption_of_fuels,South Australia
2000,wood_woodwaste [pj],10.9,consumption_of_fuels,South Australia
2001,wood_woodwaste [pj],8.9,consumption_of_fuels,South Australia
2002,wood_woodwaste [pj],12.75,consumption_of_fuels,South Australia
2003,wood_woodwaste [pj],12.018,consumption_of_fuels,South Australia
2004,wood_woodwaste [pj],11.518,consumption_of_fuels,South Australia
2005,wood_woodwaste [pj],11.892,consumption_of_fuels,South Australia
2006,wood_woodwaste [pj],12.548,consumption_of_fuels,South Australia
2007,wood_woodwaste [pj],12.208,consumption_of_fuels,South Australia
2008,wood_woodwaste [pj],11.962,consumption_of_fuels,South Australia
2009,wood_woodwaste [pj],10.938,consumption_of_fuels,South Australia
2010,wood_woodwaste [pj],10.514,consumption_of_fuels,South Australia
2011,wood_woodwaste [pj],9.75,consumption_of_fuels,South Australia
2012,wood_woodwaste [pj],8.769,consumption_of_fuels,South Australia
2013,wood_woodwaste [pj],9.15,consumption_of_fuels,South Australia
2014,wood_woodwaste [pj],9.391,consumption_of_fuels,South Australia
2015,wood_woodwaste [pj],9.786,consumption_of_fuels,South Australia
2016,wood_woodwaste [pj],10.19,consumption_of_fuels,South Australia
2017,wood_woodwaste [pj],10.443,consumption_of_fuels,South Australia
2018,wood_woodwaste [pj],9.984,consumption_of_fuels,South Australia
2019,wood_woodwaste [pj],9.15,consumption_of_fuels,South Australia
2020,wood_woodwaste [pj],9.366,consumption_of_fuels,South Australia
2021,wood_woodwaste [pj],9.583,consumption_of_fuels,South Australia
2022,wood_woodwaste [pj],9.276,consumption_of_fuels,South Australia
,wood_woodwaste [pj],,consumption_of_fuels,South Australia
,wood_woodwaste [pj],,consumption_of_fuels,South Australia
,wood_woodwaste [pj],,consumption_of_fuels,South Australia
,wood_woodwaste [pj],,consumption_of_fuels,South Australia
,wood_woodwaste [pj],,consumption_of_fuels,South Australia
,wood_woodwaste [pj],,consumption_of_fuels,South Australia
,wood_woodwaste [pj],,consumption_of_fuels,South Australia
,wood_woodwaste [pj],,consumption_of_fuels,South Australia
,wood_woodwaste [pj],,consumption_of_fuels,South Australia
1960,bagasse [pj],,consumption_of_fuels,South Australia
1961,bagasse [pj],,consumption_of_fuels,South Australia
1962,bagasse [pj],,consumption_of_fuels,South Australia
1963,bagasse [pj],,consumption_of_fuels,South Australia
1964,bagasse [pj],,consumption_of_fuels,South Australia
1965,bagasse [pj],,consumption_of_fuels,South Australia
1966,bagasse [pj],,consumption_of_fuels,South Australia
1967,bagasse [pj],,consumption_of_fuels,South Australia
1968,bagasse [pj],,consumption_of_fuels,South Australia
1969,bagasse [pj],,consumption_of_fuels,South Australia
1970,bagasse [pj],,consumption_of_fuels,South Australia
1971,bagasse [pj],,consumption_of_fuels,South Australia
1972,bagasse [pj],,consumption_of_fuels,South Australia
1973,bagasse [pj],,consumption_of_fuels,South Australia
1974,bagasse [pj],,consumption_of_fuels,South Australia
1975,bagasse [pj],,consumption_of_fuels,South Australia
1976,bagasse [pj],,consumption_of_fuels,South Australia
1977,bagasse [pj],,consumption_of_fuels,South Australia
1978,bagasse [pj],,consumption_of_fuels,South Australia
1979,bagasse [pj],,consumption_of_fuels,South Australia
1980,bagasse [pj],,consumption_of_fuels,South Australia
1981,bagasse [pj],,consumption_of_fuels,South Australia
1982,bagasse [pj],,consumption_of_fuels,South Australia
1983,bagasse [pj],,consumption_of_fuels,South Australia
1984,bagasse [pj],,consumption_of_fuels,South Australia
1985,bagasse [pj],,consumption_of_fuels,South Australia
1986,bagasse [pj],,consumption_of_fuels,South Australia
1987,bagasse [pj],,consumption_of_fuels,South Australia
1988,bagasse [pj],,consumption_of_fuels,South Australia
